"Jean-François,Administrateur délégué (Belgique),Grosse déception !,il y a 3 ans,  1 à 5 mois,""Perte de temps, d’énergie et d’argent"",""La présentation du logiciel nous a enthousiasmé";" pour nous qui utilisions auparavant un ‘simple’ logiciel comptable, les potentialités de Odoo en terme de gestion commerciale, gestion des stocks, etc paraissaient immenses avec une apparente facilité d’utilisation déconcertante: bravo pour le show!"",""À l’usage, après moins de 6 mois d’utilisation, nous avons rendu les armes: la comptabilité n’est pas tenue correctement ( grosses aberrations : nous n’avons jamais fait autant de bénéfices!?) et les fonctionnalités de gestion ne sont pas du tout simples à utiliser, contrairement à ce que faisait croire la présentation. Pas de support client de la part de Odoo. Nous avons fait appel a Odoo avec notre développeur - partenaire de Odoo : pas de réponse!? Pas de clause de rupture de contrat : nous qui avions signé pour 3 ans et arrêtons après 5 mois avons perdu 12.000€ dans l’aventure, sans parler des heures de temps perdu."",Belgique,positive,1.0,5";;
"orhan,president (France),deçus je me suis fait arnaquée!,l’année dernière,  1 à 5 mois,""Agenda impossible a synchronisé, bug récurent! sav lent, service team leader qui vous parle comme si vous étiez un gosse!"",réunis tout le nécessaire mais rien ne fonctionne!,""le sav , le logiciel a souvent des bug. j'ai perdu tout mes devis! le sav n'a rien fais pour m'aidé."",France,negative,-1.0,5";;;
"Michael,directeur (France),Piège,il y a 2 ans,  1 à 5 mois,compliqué,""leurs promesse et leurs sympathies,leurs c'est simple tous et possible."",""le sentiment qu'une fois le règlement fais, d'etre prix au pièges! de payés leurs développement et pas de l'implémentation!!!!"",France,positive,1.0,5";;;
"Olivier,Enseignant (Belgique),ERP transversal et intuitif,il y a 3 mois,  + 2 ans,Je suis satisfait de mon expérience sur le progiciel Odoo. On est soutenu dans notre démarche de découverte des nouvelles fonctionnalités.,""J'apprécie la qualité du support """"helpdesk"""" et des formations proposées. Les intervenants sont joviaux et pédagogues. La gestion de l'entreprise est transversale."",""Il y a un léger temps d'adaptation aux modules, notamment pour la comptabilité. Les mises à jour sont régulières même s'il faut parfois chercher un peu pour retrouver certaines fonctionnalités."",Belgique,positive,1.0,5";;;
"Frédéric,Manager (Belgique),Fuyez !,il y a 2 ans,  1 à 5 mois,""Une catastrophe. Après 2 mois de briefings et autres, le système est une catastrophe. Tout est instable et je me retrouve même avec des stocks négatifs... Et ils m'obligent à reprendre un pack de 25h, sans garantie de réussite. Nos processes sont pourtant hyper simples..."",Un service commercial très performant et qui vous laisse dans le jus ensuite....,""C'est une usine à gaz très compliquée, sans ergonomie et peu intuitive. Il y a de nombreux bugs... Et leurs consultants sont des cruches qui débutent et qui vous font donc payer leur formation. Leurs packs de support sont hors de prix et hors contrôle"",Belgique,negative,-1.0,5";;;
Marion,Expert comptable (France),Logiciel intéressant pour la base de données,il y a 8 mois,  1 à 5 mois,Permet une bonne gestion sur de la base de données.,Utilisé principalement pour de la base de données. La personnalisation est assez bien faite. Permet de suivre les paiements et les factures.,Certaines fonctionnalités sont assez limitées dans leur utilisation. Certains outils sont difficile d’accès.,France,positive,1.0,5;;;
Cloé,Auditeur financier (France),Logiciel facile à prendre en main,il y a 10 mois,  Essai gratuit,Bon logiciel. Ergonomie et simplicité.,Bon logiciel pour les petites structures. Facile d'utilisation et facile à prendre en main. La version gratuite est bien pour experimentation.,Version gratuite pas assez complexe pour entreprises. Logiciel adapté aux petites structures.,France,positive,1.0,5;;;
"Houmame,Développeur informatique (France),Avis sur odoo,l’année dernière,  1 à 5 mois,""J'ai beaucoup apprécié, il ny a rien ou pas grand chose à envier aux autres logiciels de comptabilité"",J'ai beaucoup apprécié à quel point le logiciel est intuitif. C'est nécessaire car cela réduit considérablement le temps de formation du nouveau personnel.,L'outil n'est pas très facilement modulable. Il devrait y avoir un outil de synchronisation de donnée depuis des datasources externe.,France,negative,-1.0,5";;;
Aurélie,Assistante de gestion (France),Expérience désastreuse,il y a 7 mois,  1 à 5 mois,Contacté pour facturation multi entreprise (3 petites sociétés de moins de 10 personnes). Au bout de deux mois perte de l'ensemble des factures et impossibilité de facturer. Plus de rentrée d'argent possible pour l'entreprise et le service technique n'est pas intéressé. On m'explique que j'aurais de la chance si le problème est traité dans la semaine. De quoi faire faillite lorsque l'on est une TPE ou PME...,Le commercial très intéressé lors de la vente.,Mise en place ultra complexe lorsqu'il y a des multi entités. Pas du tout adapté au PME et TPE. Support client inexistant et support technique désintéressé et lent qui nous informe lorsque toutes nos factures ont disparu qu'il va nous tenir au courant s'il peut résoudre le problème dans un délais indéterminé ou à défaut nous expliquer pourquoi il ne peut pas résoudre le problème...,France,negative,-1.0,5;;;
"Utilisateur vérifié,Utilisateur LinkedIn vérifié,""Odoo, des sites professionnels et fonctionnels !"",l’année dernière,  1 à 5 mois,""Pour résumer je pense que Odoo est une bonne plateforme pour les débutants du web, l'outil permet d'avoir un site moderne, professionnel et fonctionnel."",- Le glisser déposer permets de créer des sites très facilement c'est selon moi un des gros points fort de Odoo.- Le fait que le nom de domaine et l'hébergement soit gérer par odoo facile les démarches parfois longues et complexes pour l'utilisateur.,- Le support client est parfois peu réactif.,,positive,1.0,5";;;
"Patricia,chargé de projet (Congo-Kinshasa),avis sur le logiciel odoo,il y a 12 mois,  + 1 ans,Odoo permet le suivi dans la gestion des produits de plusieurs entrepôts à la fois,""C'est une application intégré qui permet de gérer le processus d'approvisionnement à différents niveaux de l'achat, la livraison et la distribution vers les clients en passant par la gestion de stock dans les entrepôts"",La multiplicité des paramètres que dispose le logiciel rendent son installation longue,Congo-Kinshasa,positive,1.0,5";;;
"Togbedji,Assistant (Bénin),Logiciel de gestion des contrats,il y a 3 mois,  Essai gratuit,Je recommande l'utilisation de ce logiciel.,""Ce logiciel de gestion de la qualité permet la gestion des contrats, les ressources humaines . C'est un progiciel de gestion intégré. Il prend en compte la comptabilité, la gestion de projet."",Le logiciel n'a pas d'inconvénient ou de problème.,Bénin,positive,1.0,5";;;
Fabrice,Assistant (Bénin),Logiciel de gestion,il y a 4 mois,  Essai gratuit,Je recommande tres fort ce logiciel odoo .,Odoo est tres rapide et tres facile en son utilisation car il m'aide a bien gérer mon entreprise.,Le logiciel odoo a un prix tres accessible que j'ai pas grand chose à signaler,Bénin,negative,-1.0,5;;;
"Taoufik,Software engineer (Maroc),Expérience odoo,l’année dernière,  Essai gratuit,""Mon expérience global je dirai que plutôt bien.";;;
"C'est une expérience enrichissante en matière de montée en compétences."",Les modules de odoo sont très particulier parmi eux la partie gestion de produit et facturation sur les client.,Les interfaces de odoo ne sont pas faciles à utiliser parfois on trouve du mal à repérer les éléments.,Maroc,positive,1.0,5";;;
"Alián,Software Engineer & Business Development Manager (France),Excellent ERP to manage your business operations,il y a 4 ans,  + 1 ans,""We used to use spreadsheets before switching to Odoo and the savings in time and effort, plus the accuracy of the information is the main value we receive. Particularly, the Recruitment module helps us to configure an Application Tracking System, and now, we have visibility over KPIs that before was not possible. The implementation of an extension of the CRM module allow us to customize easily the system to our needs too."",""Odoo provides my company with all the modules needed to manage the business. It is easy to set up, intuitive and the modules are well integrated."",""The Community edition provides a lot of built-in features, but since version 9, Odoo has been moving features from Community version to Enterprise, so I could see some of them, which I was using, unavailable in recent versions."",France,positive,1.0,5";;;
"Peter,Sales & Marketing Manager (R.-U.),""Buckle your seatbelt, it's going to be a bumpy ride!"",il y a 3 ans,  + 2 ans,""The biggest hurdle was the initial implementation so this may be something you would need to prepare yourself for if deciding on choosing Odoo, unless of course you are happy to pay for the support packages offered by Odoo which we found to be very costly."",""Odoo is an extremely powerful software. We use the Manufacturing Module and the CRM Module prominently and these have both been brilliant tools that we are very happy with internally. The MRP is excellent at automating our manufacturing process whereby our production manager has only to add orders to the system while the system itself creates the PO's, calculates times and helps us to schedule our work. The CRM for the sales side is really easy to use and browse through and has a very good tagging feature allowing me (as sales director) to easily filter accounts and keep track of leads."",""The initial implementation was painful to say the least.. We stated using Odoo way back in 2015 so this may have been due to our slow uptake of the software how ever I recall that once we signed up as paid users, there was very little support given to set up the system (unless we paid extra for the hourly support..). This was a big issue as we never had an easy way to contact someone for help with little configurations and therefore had to do most of the implementation ourselves. It took us over a year to get the system working properly"",R.-U.,negative,-1.0,5";;;
"Garrett,EVP (É.-U.),Incredibly Powerful Community Version,le mois dernier,  1 à 5 mois,""Odoo is obviously a very mature software platform. It is great at what it does and the architecture allows for easy setup and easy customization. If it has modules that meet your needs even remotely, do not hesitate to use it.";;;
"The community edition is free, VERY easy to setup, and VERY stable. I have been running the community edition on a small linux server in my internal network. I have 100% uptime, zero restarts on that box since I deployed the """"production"""" environment about 5 months ago.";;;
I keep adding modules to use Odoo for more and more of my operations.;;;
"I went from spending several hundred dollars per month to fight w/ my previous inventory management system to spending a few hundred dollars once for a small servlet and have really unleashed the engagement and creativity of my inventory management and procurement departments."",""The Community version is completely free, no strings attached. You have to set it up, secure it, and host it yourself. The docker container available makes it a perfectly smooth and configurable deployment. If you or your IT department has any ability to use Docker to deploy applications on an internal network, they should be able to have Odoo Community up and running in an afternoon at most (if they can't, fire them). Odoo is complicated as it can cover a vast scope of your operations. Therefore, setup is complicated. We spent about 1 week from 1 person to get it ready to roll out. At the end of that week we had imported all our materials for purchasing (~500 items) and products we sell (~250 SKUs) from our previous inventory management system (MRPEasy) INCLUDING BOMS. Because of the incredibly effective bulk import features, simple guides, and logical workflows, we switched over to Odoo about 2 weeks earlier than our planned rollover date. I have yet to encounter anything I would consider a defect or a bug in the software. We have customized several forms to eliminate buttons or features not used, add columns and fields, and track some extra reference IDs for other systems on our products. Very easy platform to do deep configuration/manipulation on. The PDF generation and customization engine is very easy to use and works great. It was also easy to edit the code of the PDF template to make some stylistic changes to the forms we generate. If you know basic HTML and CSS, Odoo is simple enough to understand and navigate that you can really get deep in customization. The intra-app communication via """"Activities"""" is ubiquitous in the platform and makes for very effective todo lists being integrated into the app that the """"work"""" happens in."",It really wants to send emails and manage communications. I had to dig pretty deep to make sure those features were turned off. We are B2B and I want communications to have a personal touch on pretty much everything.,É.-U.,positive,1.0,5";;;
"Mohamed,IT Administrator (Arabie saoudite),Irrational handling of costs,il y a 2 mois,  6 à 12 mois,""We used odoo for more than one year, but we really surprised about the illogically way that the system is dialing with the Avarage cost and FIFO, and no solution from the support (System Behavior)"",The licenses cost and ease of reporting.,Illogical dealing with costs. The system deals illogically with average cost and FIFO,Arabie saoudite,negative,-1.0,5";;;
"Faris,IT Manager (Algérie),My Odoo experience,il y a 4 mois,  6 à 12 mois,""Good experience, it does the job for me and for the company"",""Its integrated suite, being open source and its modularity"",""the resource intensive, the need for requiring sufficient server resources for optimal performance is chanllenging for us"",Algérie,positive,1.0,5";;;
"Grace,Project Manager (É.-U.),Odoo is the greatest free/open-source ERP,il y a 6 mois,  + 1 ans,""Odoo's components are seamlessly integrated for a variety of unrelated tasks, which aids in technical and functional workflow comprehension. The system's potential to serve as a one-stop shop for all forms of commercial activity."",""As far as open-source ERP systems go, Odoo is tops. Odoo's open-source and free community edition comes with a wide variety of useful apps. It also has a more feature-rich premium version called Enterprise."",""Odoo is open source, thus it should be simpler to customize. Nevertheless, it is difficult to track down reliable resources that instruct programmers on the subject."",É.-U.,positive,1.0,5";;;
"Hanane,Freelance (Maroc),Making decisions,il y a 4 semaines,  6 à 12 mois,A very wonderful experience and still like you,""Ease of use, community support, scalability, affordability and continuous development"",It takes a long time to run errands.....,Maroc,positive,1.0,5";;;
"Zobaida,Sales Engineer (Jordanie),One of the best and cheapest ERP system,il y a 2 semaines,  + 1 ans,""I have used Odoo for more than 2 years in my old company as a sales engineer for a construction company, our sales is different because we sell executed works, Odoo helps in tracking the daily works and sums them to make our invoice."",""Odoo is one of the cheapest ERP systems in the world, it has all the core ERP functions needed that help any business type to organize, monitor, and control all processes in the business. Odoo is very easy to use and has all important trainings online."",""Odoo is a perfect solution for small sized businesses and can be applicable on simple processes. personally, I do not like the user interface of Odoo."",Jordanie,positive,1.0,5";;;
"Rajiv,Special Projects Manager (É.-U.),Oversold and Underdelivered,il y a 5 ans,  6 à 12 mois,""We purchased Odoo just about a year ago. We saw the potential it had, which drew our appeal. We began implementation and as it proceeded, we hit several points where we had to push back our launch date. We had (and still have) several bugs and issues with the software we face on a daily basis. We invested over double our initial budget on service hours and had to go back and forth with various Odoo Sales Team members just to be compensated for a chunk of the time reimbursed for issues that should have been taken care of. We have fully migrated our first company, and still in process of migrating our second."",-Odoo has a vast array of applications that appear very user friendly -Can automate several manual functions that occur day-to-day -Accessible on the go -Have the ability to customize the system to meet your company's needs,""-Setting up and configuring the database is almost impossible without support - Several technical bugs and glitches -Have to go through several hoops just to undo validated actions (ex: Validated Invoices, Orders) -Can be slow at times -Support has slow turn around times -Sales Team overpromises and under-delivers"",É.-U.,negative,-1.0,5";;;
"Utilisateur vérifié,Utilisateur LinkedIn vérifié,Extremely disappointed by the Odoo solution and teams,il y a 2 ans,  + 2 ans,""So far: 3.5 years of development, 3 different consultants, over 60k€ """"invested"""", countless hours spent on our side (client-side) to be as solution-driven as we possibly can - and still NO idea when our Odoo application will be in production. Our frustration is running wild."",""The flexibility of the software, which in theory allows you to customize the software according to the needs of your business. The price of the standard software - but beware, as soon as you start customizing it, the costs become unmanageable."",""The project management for the software implementation is catastrophic and completely dependent on the consultant you are assigned to. There are no company-wide project management standards. We had 3 successive consultants: the first one was excellent - but the 2 that followed had no methodology, and the handover was not done. As a result, 3.5 years later, our project is not live. We have been forced to add """"success packs"""" regularly - today we have reached 400h of development - and more than 60k€ of investment - with still NO view on the product launch and big doubts about the quality of the development that has been done over 3,5 years by different developers. We can't count the number of bugs in our database, and the complexity of the proposed solution makes it rather inflexible and ill-suited to our business - while flexibility was why we chose Odoo in the first place. On the customer side, we have deployed countless hours to facilitate the process and remain as flexible as possible. Today the frustration is immense, and we are considering stopping everything to favor more user-friendly and efficient """"low-code"""" solutions."",,negative,-1.0,5";;;
"Keriwala,Odoo Functional Consultant (Inde),Use this product to increase your business productivity,il y a 5 ans,  + 2 ans,""I am working for 4.7 years with Odoo";;;
Odoo is very good, practical and easy to use ERP software;;;
"Easy customization that fulfils every clients' organizational needs"",Analysis reports and graphs provide easy understandability User attractive interface Easy customization Fast working,""According to Indian Accounting standards, I think that Odoo has to do more deep analysis and provides the functionality to their end-users for ease of use Also Odoo have to increase types of graphs provides graphical data"",Inde,positive,1.0,5";;;
Niaz Ahmed,ODoo developer (Pakistan),Future is here...,il y a 4 ans,  1 à 5 mois,I am odoo developer and providing customization and the apps to integrate with odoo. Being a developer i feel this is future . The world will recognize its versitality verysoon. Its the solution to all problem at one place. We can summrize it by saying its platfourm where you have to put all your problems and leave it for odoo to solve. Because its builtin app most likley solve all your problems.,Its feels tricky at first. Butt when you starts using it you will be in love with his versitality.. I like most the control that you can control your stuff at one place. Which is now a days is big prob. You can change optimize and integrate the stuff with very little effort.,When you comes to cons. It usally feel tricky. Which may make you away from using it. Next you have to putt some effort to understand what actually is going around.,Pakistan,negative,-1.0,5;;;
"Carlos Benjamin,IT Manager (Mexique),Great ERP and the Cheapest of them all,il y a 4 ans,  6 à 12 mois,""It is Great, Cheap, Easy to use, Easy to Setup, a Great ERP with a lot of things that you can change."",""It is very easy to use, you can see that the uSer Interface is done to be used by anyone, it is easy to setup, and in Timing against others, it is Awesome."",""The Support is Slow, you need to wait a lot for something to be resolved (in Mexico)."",Mexique,positive,1.0,5";;;
Selvakumar,Technical Team Lead (Émirats arabes unis),Covers most of the organisational needs but need customization as well,il y a 5 ans,  + 2 ans,Have experience of consulting and over seeing the implementation ( 14 Implementations) of Odoo from version 8 to 11 for the past 4 years.,1) Opensource and SaaS option 2) Easy to use - Maintained uniformity across modules 3) Availability of Third Party apps 4) OCA community support 5) No other opensource ERP covers Inventory (Product master - ability to handle product variance / Inventory valuation / Landing Cost) and Recruitment functionality like odoo 6) Odoo Enterprise Accounting reporting is a plus 7) Easy to customize or develop new module using Odoo Studio if your an enterprise customer 8) Developing new module even in enterprise will not take much time 9) Partners availability across globe is a plus 10) Having Ecommerce functionality in an ERP is great advantage,1) Need customization for localization ( Both HRMS - End of service calculation and Taxation) 2) Must to have functionalities are moved from community to enterprise form Odoo version 9 onward till odoo 12 3)Must to have accounting reports moved to Odoo enterprise 4)Not providing incremental update to the existing version is minus 5) Different pricing for different region 6) Document management features could have been better even-though they released few more functionalities in Odoo 12,Émirats arabes unis,positive,1.0,5;;;
"Corey,Business Analyst (É.-U.),DO NOT BUY SUPPORT PACK - Outside Source Help,il y a 3 ans,  6 à 12 mois,""I would say this has been an overall average experience. The pros of this ERP system outweigh the very negative start to using this system, and I cannot stress enough to not deal with the Support Pack system as the level of talent of Odoo Project Managers is low. They will overcharge you and not really give you much more than anything you could have expected from a recent graduate out of a college."",""We loved this for the ERP system of integrating our lead management, supply chain management, quotation system, accounting system, CRM system, and inventory all into one area. We previously had to force together multiple different sites and systems (i.e. Jobber, Quickbooks, Monday/DaPulse) and after many years of growth we simply have outgrown these dated systems and can no longer afford the time to micromanage so many transactions. We also needed automation on multiple areas of our service, which Odoo has been able to provide. After extensive training, NOT FROM ODOO LET ME TELL YOU, we have been able to customize this fairly well to our complicated value add manufacturing processes."",""I have had the worst time with customer service when it comes to Support Pack Hours. Not only were we billed for every millisecond of time, but we were easily overcharged for time as well. One simple email response would take 6-10 minutes of our support park. After asking for a service level document multiple times, they simply have not provided one. They also hid the fact that support pack hours expire. We began our Odoo integration just before COVID hit, and we had to stop the Odoo integration for a few months, only to be met with many hours being used on ODOO EMAILING US for updates on when we would come back. In the time spent with them implementing our systems to Odoo, they easily have dropped the ball so much with such low support that we had to hire a third party consultant to get this system up and running the way THEY MARKETED TO US and how we initially envisioned this working."",É.-U.,negative,-1.0,5";;;
